anio,hogar,ingreso,personas_hogar,departamento,ingreso_per_capita,quintil
2019,2019055154,98034.0,2,13,49017.0,5
2019,2019027313,118342.666666667,2,13,59171.3333333335,5
2019,2019007968,59632.0,1,14,59632.0,5
2019,2019024359,75568.6666666667,2,14,37784.33333333335,5
2019,2019029475,71326.0,2,14,35663.0,5
2019,2019022015,74261.0,1,15,74261.0,5
2019,2019056874,173642.0,2,15,86821.0,5
2019,2019038996,64064.0,2,15,32032.0,5
2019,2019021815,62502.0,2,15,31251.0,5
2019,2019031920,136021.0,2,15,68010.5,5
2019,2019019815,176353.0,3,15,58784.333333333336,5
2019,2019010532,38233.3333333333,1,15,38233.3333333333,5
2019,2019032851,91853.0,3,16,30617.666666666668,5
2019,2019003696,82527.0,1,17,82527.0,5
2019,2019006016,46460.0,1,17,46460.0,5
2019,2019007460,46951.0,1,17,46951.0,5
2019,2019042817,60203.3333333333,2,18,30101.66666666665,5
2019,2019056747,29960.0,1,18,29960.0,5
2019,2019033375,34427.0,1,19,34427.0,5
